feature,mean_abs_shap,mean_shap
gender,0.0785712952838436,-0.00043637714879114146
salary_mismatch_ratio,0.06382187280885875,-0.0024877519468809706
turn_cur_cr_avg_act_v2,0.049585048919664435,0.00688970637628028
incomeValue,0.0410494879271421,-0.0029301530784205613
salary_6to12m_avg,0.03744034760938185,-0.006501674079114243
hdb_bki_total_cc_max_limit,0.0364497893109597,-0.0023681471485435036
limit_to_salary,0.030856708023725785,0.0034911263896753642
hdb_bki_total_max_limit,0.03076192473713217,-0.0023275733129776367
hdb_bki_total_pil_max_limit,0.027455703343426525,-0.0036901838161158542
age,0.026571994777537217,-0.002268588017545579
turn_cur_db_avg_act_v2,0.025600183405640832,0.001762781473086227
per_capita_income_rur_amt,0.024532111464675703,-0.0002616269726875806
hdb_bki_active_cc_max_limit,0.02193219744508707,-0.0007933327929439716
salary_mismatch,0.021436021844907345,-0.003977155443835804
dp_ils_paymentssum_avg_12m,0.01875845691974823,0.006518969685273323
dp_ils_avg_salary_1y,0.01797360067509339,0.004845155530876003
turn_cur_cr_sum_v2,0.016108340640813523,0.00043283767457327104
avg_cur_cr_turn,0.01536887075461316,0.0033264489964142537
turn_cur_cr_max_v2,0.015368816114166729,0.007080156586640282
incomeValueCategory,0.015221100138736433,0.0007567179858093549
by_category__amount__sum__eoperation_type_name__ishodjaschij_bystryj_platezh_sbp,0.014418662872946941,-0.0008560129810462352
avg_cur_db_turn,0.014157422254252854,-0.0003191039846309287
turn_cur_cr_avg_v2,0.013593346514172083,0.0017174341987835876
dp_ils_paymentssum_avg_6m_current,0.01281633825967577,4.2662782017300795e-05
curbal_usd_amt_cm_avg,0.012602879100036645,-0.001240365198376577
turn_cur_db_sum_v2,0.012094738311478885,0.0019602364279830437
income_minus_limit,0.011286530808521265,0.0024263185671140014
by_category__amount__sum__eoperation_type_name__vhodjaschij_bystryj_platezh_sbp,0.011013789811547445,-0.00029270360090924793
avg_credit_turn_rur,0.010581354135009317,0.0010552282175721815
avg_by_category__amount__sum__cashflowcategory_name__vydacha_nalichnyh_v_bankomate,0.010504023707351666,0.0011430082211853283
trend_turn_cr,0.009578375041301948,-0.0007866853199375083
curr_rur_amt_3m_avg,0.00945023464254542,0.001086034128999834
label_Below_50k_share_r1,0.009165044931987922,0.0002598529369376324
month,0.00889249205766698,0.00885097592332148
turn_cur_db_avg_v2,0.00884426587695954,-0.00045208362670200766
turn_cur_cr_7avg_avg_v2,0.008528132366581955,0.0003929170501953264
dp_ils_avg_salary_2y,0.008374279184999082,0.0033882866465192963
hdb_relend_active_max_psk,0.008071072065922004,0.0011019719836265456
adminarea,0.006652484928185789,7.912435503334681e-05
dda_rur_amt_curr_v2,0.006288986131275859,0.0008977335271971855
transaction_category_supermarket_percent_cnt_2m,0.00627270828942424,-0.00042502096938177463
curr_rur_amt_cm_avg,0.006254644134956807,0.0009241245722425691
turn_cur_db_min_v2,0.006227591079703046,-0.0007135205173013544
bki_total_active_products,0.006138323911512057,0.0011776688278265582
dp_ils_accpayment_avg_6m,0.006095592888193979,0.0002132962225724838
dp_ils_salary_ratio_1y3y,0.006031232400964183,-0.0006375610566390355
dp_ils_accpayment_avg_12m,0.005730367375928284,0.003273796725634965
turn_volatility,0.0056674720110405485,0.00036359796001209934
hdb_other_active_max_psk,0.005557314698838132,0.0011548697140217731
transaction_category_cash_percent_amt_2m,0.005541360261413975,2.748482245648654e-05
avg_by_category__amount__sum__cashflowcategory_name__kafe,0.005458770455998449,-0.0005160857687459547
dp_ils_paymentssum_avg_6m,0.0053392304281952244,0.0013933941879243174
mob_total_sessions,0.0051023174397224515,-0.0006812449062109762
dp_ils_avg_salary_3y,0.005095567762824838,0.001413498025909649
dda_rur_amt_3m_avg,0.005020376538352705,0.00022483134518535872
hdb_bki_other_active_pil_outstanding,0.004956410069447129,-0.0007046452830958979
turn_cur_db_max_v2,0.0049353897995025936,0.0004388083755235676
mob_cnt_days,0.004885868688353597,0.0005947509085495028
avg_by_category__amount__sum__cashflowcategory_name__odezhda,0.004804314587380909,0.00017557055187076027
hdb_bki_total_pil_last_days,0.00468832042754834,-0.0004730932051074968
hdb_relend_outstand_sum,0.004508760586983553,-0.0009013564625599034
bki_total_il_max_limit,0.00448581812830642,-0.0009958758193798765
hdb_bki_total_products,0.004451542277430292,-0.000554495825244179
amount_by_category_90d__summarur_amt__sum__cashflowcategory_name__elektronnye_dengi,0.004438419216902992,0.0001618571481412502
mob_cover_days,0.004429804587033814,-0.0001530707645678714
avg_loan_cnt_with_insurance,0.004282037646154362,0.0008988249073458542
avg_by_category__amount__sum__cashflowcategory_name__elektronnye_dengi,0.004200021835581559,-0.00012010443057076084
dp_ils_accpayment_avg_6m_current,0.004116756595583281,-0.0035256855509384656
avg_by_category__amount__sum__cashflowcategory_name__gipermarkety,0.003943107290509249,5.142841163667291e-05
avg_6m_clothing,0.0039320081729935265,-0.00025588446460881605
pil,0.0038058014423308444,0.0010183967710864037
by_category__amount__sum__eoperation_type_name__perevod_po_nomeru_telefona,0.003749333373834208,0.0008475214268886967
min_balance_rur_amt_6m_af,0.003650427073980148,-1.8309047782044076e-05
avg_by_category__amount__sum__cashflowcategory_name__kosmetika,0.003612066223954826,2.232646402225221e-05
turn_cur_cr_min_v2,0.0035815799314441277,-0.0014091734095192216
by_category__amount__sum__eoperation_type_name__platezh_za_mobilnyj_cherez_ps,0.0035278491647499307,-0.0017544544643118118
turn_save_db_min_v2,0.0034615707127685887,0.00024671938505626325
avg_by_category__amount__sum__cashflowcategory_name__produkty,0.003457065012643278,0.0014103101790999756
avg_by_category__amount__sum__cashflowcategory_name__supermarkety,0.0034304231770830723,0.0002756853427802028
transaction_category_supermarket_inc_cnt_2m,0.0033407779171334036,4.228856253125102e-05
turn_cur_db_7avg_avg_v2,0.003330078382089818,-0.0006196924318550858
dp_ils_total_seniority,0.0032705981085822174,0.001078414731292123
hdb_bki_last_product_days,0.003243688727082639,-0.00037260890735417153
by_category__amount__sum__eoperation_type_name__perevod_mezhdu_svoimi_schetami,0.003039833826071477,-0.0008821227139812272
dayofweek,0.0030311590960009145,0.002949558329726532
hdb_bki_total_ip_max_limit,0.002971659668740382,-0.000197828632450685
salary_median_in_gex_r1,0.002962547906133478,0.000436757928066629
dp_payoutincomedata_payout_sum_3_month,0.002833875749681945,0.001828875524332671
transaction_category_fastfood_percent_cnt_2m,0.0027474081907665642,-6.417279467225989e-05
uniV5,0.0026859081340754143,0.0008227283492283506
cntBlockWavg6m,0.0026648870779569893,0.0003112567468059442
avg_3m_all,0.0026360683675901225,0.0006518004057775436
dp_ils_ipkcurrentyear_currentyearpensfactor,0.0026316174419091236,-0.0005786895664166221
hdb_bki_active_cc_max_outstand,0.002615752894162361,0.000601833727179817
curr_rur_amt_cm_avg_period_days_ago_v2,0.002606019493064841,0.0005774226493003336
hdb_bki_total_cnt,0.0025099798309881883,-0.00027881443936553864
hdb_bki_active_pil_max_limit,0.002505592849847419,-0.00025294200731821876
transaction_category_supermarket_sum_cnt_m3_4,0.002465612959941796,0.00022741232593839463
hdb_bki_total_active_products,0.002463719904710884,0.0005007327557313983
avg_by_category__amount__sum__cashflowcategory_name__set_supermarketov,0.0023738665437470505,-5.365041279584973e-05
dp_ils_accpayment_avg_3m,0.0023720167208811645,0.0004957713147646991
dp_ils_max_seniority,0.0023596202032295345,-0.0005884671984653428
avg_6m_money_transactions,0.002359213269359246,0.000567347264859485
acard,0.0023357913214970007,0.00043607380385825864
bki_total_products,0.002308588772340968,0.0006730001769811445
summarur_1m_purch,0.002304833447514021,0.00017369827961862008
cntRegionTripsWavg1m,0.002261210443899998,-8.566579259645228e-05
curr_rur_amt_cm_avg_inc_v2,0.0022429527833705792,-8.586862676596271e-05
profit_income_out_rur_amt_12m,0.002241433882918543,-0.0002671782511099082
other_credits_count,0.002216229626068891,-0.00033074633855541437
hdb_bki_total_pil_max_overdue,0.0022048926853379747,-0.0001788788252847518
hdb_bki_total_max_overdue_sum,0.0021287598533930984,0.0002098564305703603
avg_6m_government_services,0.0021245697473144354,0.0003977668308239728
hdb_bki_total_pil_cnt,0.002120038371678705,-0.00027587319652056435
bki_active_auto_cnt,0.0020819145708049626,0.00037101846570170526
smsInWavg6m,0.0020736183097256667,0.00024469149996738613
cntVoiceOutMob6m,0.0020592919095535614,6.984116375693451e-05
avg_by_category__amount__sum__cashflowcategory_name__oteli,0.0019072325605076275,-1.7582457948665173e-05
avg_amount_daily_transactions_90d,0.0019062166597512051,-9.56354993603709e-05
turn_other_db_max_v2,0.0018874976135682966,-9.402428949382049e-06
avg_fdep_db_turn,0.0018808818614930686,-0.0005407062798525175
lifetimeComp,0.0018727300298136446,0.0003107952925422868
loan_cnt,0.001862795700160492,-4.7251580932122433e-05
turn_save_cr_max_v2,0.001861136095544019,3.0727681139330776e-05
winback_cnt,0.0018596336717318065,-2.6868504814812464e-05
bki_total_ip_max_outstand,0.0018466526098395715,-3.6342686309795126e-05
bki_total_max_limit,0.0018367378896743851,-0.0003218637008683258
first_salary_income,0.0018080383439303162,-0.0014493616361501331
turn_other_cr_sum_v2,0.0017818207958624282,-0.00018108178898854776
turn_fdep_db_sum_v2,0.0017678395737093832,-0.0007041804214945879
total_rur_amt_cm_avg,0.0017642728697218535,0.0001719561202190418
diff_avg_cr_db_turn,0.0017039022467926898,-5.086254689033656e-05
avg_3m_healthcare_services,0.0016714365332524694,7.667035170117825e-05
hdb_bki_total_cc_max_overdue,0.0016661334073679276,3.208540651093757e-05
dp_payoutincomedata_payout_max_3_month,0.0016165527744031996,-3.88594443397625e-06
dp_address_unique_regions,0.001589535160737886,-0.00027194351792028307
hdb_outstand_sum,0.0015741438456745311,-0.00025306212477608386
hdb_other_outstand_sum,0.001572622009622765,-0.00011858975965353932
dp_ils_days_from_last_doc,0.0014954234107906782,-8.476817551478552e-06
vert_has_app_ru_cian_main,0.0014947762683704944,2.250356783331314e-05
avg_balance_rur_amt_1m_af,0.0014900954026117452,-0.00012135807799225407
hdb_bki_total_auto_max_limit,0.001485759380656169,-0.0002208140971862861
profit_income_out_rur_amt_l2m,0.0014748069586766333,-0.000151351013823112
hdb_bki_active_pil_cnt,0.0014639508239075838,-0.00037863714605528085
bki_total_auto_cnt,0.0014539856958115341,5.663649215770985e-05
profit_income_out_rur_amt_9m,0.001440807421846736,0.00010844950653743045
avg_debet_turn_rur,0.0014253134101234043,0.00023412117586567836
min_balance_rur_amt_1m_af,0.0014111151911039034,-6.85718198161667e-06
hdb_ovrd_sum,0.0013851821253045703,0.0001306483539409951
vert_pil_last_credit_step_screen_view_3m,0.0013740068674030824,0.00039485265892323917
transaction_category_restaurants_percent_cnt_2m,0.0013603678291672207,0.00011093031693396106
days_to_last_transaction,0.0013562792978058084,3.725821432488147e-05
transaction_category_supermarket_sum_amt_d15,0.0013387298763850844,6.370703113727237e-05
transaction_category_supermarket_sum_cnt_d15,0.0013313240272826337,-6.562523504233642e-05
avg_3m_money_transactions,0.0013271126768836872,-0.0002684858126837582
loanacc_rur_amt_cm_avg,0.0012805385403640418,2.137591959875599e-06
avg_6m_hotels,0.0012773350543253722,0.0003786753510974942
dp_payoutincomedata_payout_avg_6_month,0.001270528739349189,0.00022412027215675093
avg_3m_no_cat,0.0012061511309957825,1.5504514241161436e-05
dp_ils_days_ip_share_5y,0.0011751201756800835,-0.0008624472733550189
avg_by_category__amount__sum__cashflowcategory_name__reklama_v_internete,0.0011635092311439558,0.0001794596584458632
turn_fdep_db_avg_act_v2,0.0011622473046432056,-0.00041001795974619825
transaction_category_restaurants_percent_amt_2m,0.0011441600043339904,2.8705515994351773e-05
dp_payoutincomedata_payout_avg_3_month,0.001127033761335054,0.0006717383645921244
turn_other_cr_avg_act_v2,0.0011128368919631625,-4.325335831918531e-05
turn_fdep_db_avg_v2,0.0011088450864039923,-0.0002746890747460941
month_global,0.0010668504346286185,-0.0010355677933713463
loanacc_rur_amt_curr_v2,0.0010526044978771067,-0.00031462264935154755
blacklist_flag,0.0010512206545811736,7.778663673134186e-05
avg_fdep_cr_turn,0.0010343478211985403,-0.00037113196335403697
ovrd_sum,0.0009960327805362459,-0.00020231239323855525
total_sum,0.0009730423539124931,-9.998347060532344e-05
by_category__amount__sum__eoperation_type_name__perevod_s_karty_na_kartu,0.0009566998085857011,-1.858363726705832e-05
total_rur_amt_cm_avg_period_days_ago_v2,0.0009435832204583326,0.0001087819681330592
dp_ewb_last_organization,0.0009373905989071256,-0.00016336768982611478
cntOnnRinCallAvg6m,0.0009089033884116938,-7.01372040347449e-05
avg_6m_all,0.0009076049165169335,-0.00020624043535119287
days_after_last_request,0.0008739193799605399,-7.441471731466627e-05
businessTelSubs,0.0008691445371961271,-0.00016656602728856785
label_Above_1M_share_r1,0.0008683796427137593,-7.521815912174731e-05
max_balance_rur_amt_1m_af,0.0008589913649863153,-0.0001564626773893787
loanacc_rur_amt_cm_avg_inc_v2,0.000840907805693001,0.0002763816916720668
vert_pil_fee_discount_change_3m,0.0008355145539725241,0.0008139368114978843
utilization_cc,0.0008168532220618303,5.3596341793093905e-06
hdb_bki_other_active_ip_outstanding,0.0007842961532188847,1.3107393151004138e-05
device_iphone_avg,0.0007659703992053056,-4.065199131514131e-05
vert_has_app_ru_raiffeisennews,0.0007372980598351338,8.896074275986044e-05
hdb_bki_total_ip_cnt,0.0007371244911275756,-6.009361462233898e-05
dp_ils_avg_simultanious_jobs_5y,0.0007265646105027618,4.5500312541987545e-05
vert_pil_sms_success_3m,0.0007101528742827275,0.0001700459825534098
amount_by_category_90d__summarur_amt__sum__cashflowcategory_name__vydacha_nalichnyh_v_bankomate,0.0006814581719141729,3.1636587343705497e-06
label_500k_to_1M_share_r1,0.0006279465641439512,7.787394668006675e-05
transaction_category_supermarket_sum_cnt_m2,0.0006097492561242902,-1.5934125497783915e-05
dp_ils_days_multiple_job_share_2y,0.0005893900605459773,1.7279151862250777e-05
avg_6m_restaurants,0.000584120037571184,0.00015933062806781665
avg_by_category__amount__sum__cashflowcategory_name__zarubezhnye_finansovye_operatsii,0.0005755339214525749,-0.00013556374363693285
transaction_category_restaurants_sum_amt_m2,0.0005065691817375427,0.00015102273925825846
calledCtnOutGroup,0.00043476745804461316,1.9736397496742175e-05
hdb_bki_active_cc_max_overdue,0.00043411910624459484,-3.718727228285561e-05
hdb_bki_total_micro_max_overdue,0.0004264870942665097,-8.880761543144033e-06
avg_6m_travel,0.0004007560709812578,-2.2638643975170666e-05
hdb_bki_total_micro_cnt,0.0003977014322963973,4.052506920020922e-05
avg_by_category__amount__sum__cashflowcategory_name__puteshestvija,0.0003925993623248433,-6.635026798930838e-05
dp_ils_days_multiple_job_cnt_5y,0.00038750335035041576,-0.00018246848611462506
cred_dda_rur_amt_3m_avg,0.00031398247855849153,-6.967314514997224e-06
dp_ils_paymentssum_month_avg,0.00028424382529298596,0.00011540404466571902
vert_pil_loan_application_success_3m,0.00028179155100729804,0.00019747079290646923
loan_cur_amt,0.0002708154826816371,-5.642990690947344e-06
hdb_bki_total_pil_max_del90,0.0002579766444680037,-9.369156110322991e-05
dp_ils_accpayment_month_avg,0.00024984362730120433,2.996103931207677e-05
express_rur_amt_cm_avg,0.0002462230421690036,2.6490747550894114e-05
dp_ewb_dismissal_due_contract_violation_by_lb_cnt,0.00024104920999292562,-5.159391774346121e-05
dp_payoutincomedata_payout_max_6_month,0.00022205604548487028,5.167971052314222e-05
avg_by_category__amount__sum__cashflowcategory_name__platezhi_cherez_internet,0.00021984531839030515,4.058055697894363e-05
dp_ils_employeers_cnt_last_month,0.00019195860954784164,-1.4661399603474363e-05
vert_has_app_ru_vtb_invest,0.00017111310838815585,-2.5208300004759994e-05
dp_ils_cnt_changes_1y,0.00014787884244189662,4.470222947996269e-05
tz_msk_timedelta,0.00014565970725725807,1.3601365475392563e-05
dp_ils_uniq_companies_1y,0.0001300989588142679,1.528215978392832e-05
dp_payoutincomedata_payout_avg_prev_year,0.0001230624663429938,-2.4595243652587134e-05
bki_total_oth_cnt,8.923048345008655e-05,1.358115291201309e-07
vert_has_app_ru_tinkoff_investing,7.228808181069932e-05,1.1791204668168126e-05
vert_ghost_close_dpay3_last_days,0.0,0.0
city_smart_name,0.0,0.0
nonresident_flag,0.0,0.0
client_active_flag,0.0,0.0
addrref,0.0,0.0
accountsalary_out_flag,0.0,0.0
dp_ewb_last_employment_position,0.0,0.0
period_last_act_ad,0.0,0.0
